NM_UE;NR_CANDIDATO;NM_CANDIDATO;DS_SITUACAO_CANDIDATURA;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO
CURITIBA;23022;JULIO CEZAR DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;05/01/1988 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;51777;ANISIO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;12/10/1951 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;NÃO ELEITO
CURITIBA;55050;ALEXANDRE ALBERTO ALVES DA LUZ;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;21/12/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;GARÇOM;SUPLENTE
CURITIBA;19852;OSCALINO DE MELO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;13/04/1950 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);ELEITO POR MÉDIA
CURITIBA;36046;CLAUDIA MARA RAMIRO;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;21/03/1970 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;NÃO ELEITO
CURITIBA;33333;IRANEI DA SILVA FERNANDES;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;13/08/1962 00:00;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;REPRESENTANTE COMERCIAL;SUPLENTE
CURITIBA;43900;EVERTON MARCELINO DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;29/04/1972 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO FEDERAL;SUPLENTE
CURITIBA;27400;DORNELES MOTTA DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;20/04/1958 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;VIGILANTE;SUPLENTE
CURITIBA;70888;LACI ALONCIO DA CUNHA;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;02/08/1960 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;REPRESENTANTE COMERCIAL;SUPLENTE
CURITIBA;20040;WOLMIR CARDOSO DE AGUIAR;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;04/01/1973 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;ELEITO POR MÉDIA
CURITIBA;45300;EDSON PEREIRA RODRIGUES;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;12/12/1974 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;VEREADOR;SUPLENTE
CURITIBA;44944;GERSON LUIZ DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;04/12/1970 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;TÉCNICO EM INFORMÁTICA;SUPLENTE
CURITIBA;44333;PRISCILA BOPP SALIM;INAPTO;INDEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;27/09/1991 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;20400;JONATAS SENA RIBEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;15/01/1993 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;ADMINISTRADOR;SUPLENTE
CURITIBA;20011;MARIA CRISTINA BOGUCHEVSKI NOGAS;INAPTO;RENÚNCIA;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;12/12/1970 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ECONOMISTA;NÃO ELEITO
CURITIBA;51001;ADÃO ROWIECKI;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;16/03/1958 00:00;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;NÃO ELEITO
CURITIBA;17171;SERGIO REIS DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;05/06/1985 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;NÃO ELEITO
CURITIBA;43320;KLAUS OTTOMAR FUCHS;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;01/11/1983 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;15888;CESAR ANTONIO BOND DUARTE FILHO;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;16/02/1980 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO FEDERAL;SUPLENTE
CURITIBA;18190;FRANCE MARIANE PACHECO DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;19/08/1953 00:00;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;POLICIAL CIVIL;SUPLENTE
CURITIBA;36500;ANTONIO CEZAR ANTUNES DE OLIVEIRA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;13/05/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TRABALHADOR DE CONSTRUÇÃO CIVIL;NÃO ELEITO
CURITIBA;33030;ANTONIO VICENTE DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;15/07/1954 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;EMPRESÁRIO;SUPLENTE
CURITIBA;15001;SILBERTO CARDOSO;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;04/02/1970 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;ELEITO POR MÉDIA
CURITIBA;28018;RENALDO DA ROCHA CRUZ;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;01/04/1973 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;13613;JOSETE DUBIASKI DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;18/01/1964 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VEREADOR;ELEITO POR QP
CURITIBA;17172;PLACIDINA ALVES GASPAR;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;01/03/1966 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;44555;FLAVIO JOSE DE FREITAS FILHO;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;17/09/1961 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;77027;WALDIR ALVES MUGUET;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;25/07/1960 00:00;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;90009;CHARMONIKS MARIA DA GRAÇA;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;02/03/1979 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PEDAGOGO;SUPLENTE
CURITIBA;20190;BENTO ELISEO ALEIXO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;02/04/1977 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;POLICIAL MILITAR;SUPLENTE
CURITIBA;13111;ANDRE CASTELO BRANCO MACHADO;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;16/09/1981 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;BANCÁRIO E ECONOMIÁRIO;SUPLENTE
CURITIBA;55001;PAULO CEZAR PEREIRA;INAPTO;RENÚNCIA;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;15/07/1962 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;#NULO#
CURITIBA;25625;SABINO PICOLO;APTO;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;10/12/1950 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR MÉDIA
CURITIBA;14015;IVONE MARIA ALVES DE CAMPOS;INAPTO;INDEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;25/01/1960 00:00;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;VIÚVO(A);BRANCA;DONA DE CASA;#NULO#
CURITIBA;20666;ADÃO PACHECO ROLIM NETO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;08/02/1974 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;SUPLENTE
CURITIBA;31570;FLAVIO ROSALEM ROSSI;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;25/03/1978 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;TAXISTA;NÃO ELEITO
CURITIBA;77912;SCHEILA KATIA CORDEIRO DOS REIS;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;28/03/1982 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ASSISTENTE SOCIAL;SUPLENTE
CURITIBA;90911;DAVID JONATHAN DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;28/11/1985 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SUPLENTE
CURITIBA;77065;LAERCIO LOPES GONÇALVES;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;01/01/1965 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;GERENTE;SUPLENTE
CURITIBA;14027;EVANDRO HAFEMANN;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;21/11/1979 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;13336;RODINEI PRADO DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;10/02/1970 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;TAXISTA;SUPLENTE
CURITIBA;15157;ANDRESSA FERREIRA DE SOUZA;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;17/04/1996 00:00;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SUPLENTE
CURITIBA;44055;NAZI ASSI BOULOS;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;26/02/1964 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;30303;LUCIANA BRANDÃO GRANEMANN;APTO;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;NOVO;03/02/1963 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ARQUITETO;NÃO ELEITO
CURITIBA;36596;SERGIO DOROGRE VAZANI;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;19/02/1959 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;NÃO ELEITO
CURITIBA;12;GUSTAVO BONATO FRUET;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;CURITIBA SEGUE EM FRENTE;PDT / PV / PTB / PRB / PPS;18/04/1963 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PREFEITO;NÃO ELEITO
CURITIBA;45645;SHEILA DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;27/12/1974 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;11629;ROSEGIL LUIZ DELEZU;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;01/02/1960 00:00;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;20021;ANA CARMEN DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;17/02/1957 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ARQUITETO;SUPLENTE
CURITIBA;45147;MURILO DO ROCIO PADILHA;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;24/01/1990 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;TRABALHADOR METALÚRGICO E SIDERÚRGICO;SUPLENTE
CURITIBA;43600;EDUARDO RODRIGO BARBOSA SIQUEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;06/03/1983 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;SUPLENTE
CURITIBA;36030;ADEMAR ANTONIO DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;21/10/1966 00:00;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;TRABALHADOR DE CONSTRUÇÃO CIVIL;NÃO ELEITO
CURITIBA;45123;MARIA IZABEL DE PAULA;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;21/05/1966 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;54000;SIDNEI NUNES DE SOUZA;APTO;DEFERIDO;COLIGAÇÃO;54;PPL;PARTIDO PÁTRIA LIVRE;CURITIBA MAIS FORTE;PTC / PPL / PC do B;07/06/1966 00:00;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO FEDERAL;NÃO ELEITO
CURITIBA;15800;ELOIR DE ALMEIDA GONCALVES;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;04/08/1967 00:00;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PRETA;TAXISTA;SUPLENTE
CURITIBA;36600;JONAS DE OLIVEIRA RIBEIRO;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;20/09/1980 00:00;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;EMPRESÁRIO;NÃO ELEITO
CURITIBA;44234;GERSON DE JESUS FANHA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;04/08/1989 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;SUPLENTE
CURITIBA;20999;TANCLÉR ILDEFONSO PAVANI;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;24/01/1945 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;POLICIAL MILITAR;SUPLENTE
CURITIBA;18900;MARCOS MANOEL DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;29/04/1960 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;JORNALEIRO;SUPLENTE
CURITIBA;90590;JOÃO RODRIGO BILHAN;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;22/03/1977 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;70127;LUIZ CARLOS MARTINS;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;07/10/1946 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;25025;IVALINO GARCIA;APTO;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;14/11/1950 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;27727;VANIA MARIA FEITOSA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;12/06/1966 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PADEIRO, CONFEITEIRO E ASSEMELHADOS;SUPLENTE
CURITIBA;77064;RICARDO AUGUSTO;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;31/07/1964 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;77010;MARISA LOBO FRANCO FERREIRA ALVES;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;09/06/1963 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PSICÓLOGO;SUPLENTE
CURITIBA;77333;ELIENAI LENINE SPINELLI;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;10/07/1980 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;44125;ERICA TAKII;INAPTO;INDEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;15/04/1969 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);AMARELA;DESENHISTA;NÃO ELEITO
CURITIBA;14141;REGINA CELIA REINERT;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;01/02/1959 00:00;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;12789;JULIO CESAR LISBOA MALDONADO;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;06/03/1970 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;19073;JAIRO DOS SANTOS CORDEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;18/12/1965 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;SUPLENTE
CURITIBA;11456;LUIZ ANTONIO LOPES;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;31/03/1964 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADVOGADO;SUPLENTE
CURITIBA;44021;AMARILDO GONCALVES DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;05/11/1965 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;SUPLENTE
CURITIBA;11335;BENEDITO GRACIANO COLOMBO;INAPTO;RENÚNCIA;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;11/10/1956 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);#NULO#
CURITIBA;43073;ANDREA JUK BOIKO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;30/11/1973 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;36456;ANTONIO CARLOS WALTER;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;20/01/1961 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;NÃO ELEITO
CURITIBA;17555;SALETE FÁTIMA GUDIN;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;27/09/1978 00:00;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;NÃO ELEITO
CURITIBA;19770;DIVINA DA APARECIDA LARA PANICIO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;07/06/1965 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;DONA DE CASA;SUPLENTE
CURITIBA;17800;SALVADOR DOS REIS;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;27/10/1962 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIÁRIO;NÃO ELEITO
